from,to,text,time_start,time_end,comment
AAL251,LCE-1,cleared to land three five right american two fifty one heavy,2601.80,2604.18,
LCE-1,AAL1489,american fourteen eighty nine cross runway three five right cross runway three five left then go to ground point six five,2616.07,2620.25,
AAL1489,LCE-1,cross three five right and three five left contact ground the other side american fourteen eighty nine,2620.76,2625.03,
LCE-1,AAL1224,american twelve twenty four turn left that high speed cross runway three five left at taxiway twenty three and then go to ground point six five advise her if you do have a gate,2625.10,2632.16,
AAL1224,LCE-1,american twelve twenty four we're checking on it right now,2634.23,2635.93,
LCE-1,AAL1224,okay cross the runway and tell her good day,2636.17,2638.21,
AAL1224,LCE-1,twelve twenty four,2639.00,2639.59,
LCE-1,ASA973,asea nine seventy three contact departure good day,2639.79,2642.00,
ASA973,LCE-1,to departure good day,2642.12,2642.93,
AAL633,LCE-1,regional tower american six thirty three heavy is with you we're ah five mile final,2697.33,2702.23,
LCE-1,AAL633,american six thirty three heavy regional tower cleared to land runway three five right the wind three six zero at niner caution wake turbulence company heavy seven six seven just touched down,2702.57,2709.05,
AAL633,LCE-1,cleared to land three five right american six thirty three heavy,2710.21,2712.84,
LCE-1,CAL287,continental two eighty seven hold short of runway three five right this frequency,2712.96,2716.83,
CAL287,LCE-1,hold short of three five right this freq,2717.38,2719.46,
LCE-1,CAL287,american two fifty one heavy turn left the next high speed have you got a gate open,2719.66,2722.85,
AAL251,LCE-1,yeah let me check on it real quick we don't know,2723.88,2726.01,
LCE-1,AAL251,okay just left at the high speed northbound lima and let me know if you have a gate sir,2726.33,2729.51,
AAL251,LCE-1,okie doke,2729.61,2730.19,
AAL383,LCE-1,day tower american three eighty three is with you ah on the i l s to three five right,2733.35,2737.39,
LCE-1,AAL383,american three eighty regional tower cleared to land runway three five right wind three six zero at eight caution wake turbulence you're following a heavy d c ten now on a three mile final,2737.52,2744.41,
AAL383,LCE-1,okay cleared to land three five right and follow the ten american three eighty three,2745.09,2748.17,
LCE-1,AAL251,american two fifty one heavy hold short of three five left taxiway twenty one this frequency,2760.43,2764.08,
AAL251,LCE-1,ah we'll hold short ah two fifty one heavy,2766.49,2768.67,
LCE-1,AAL1352,american thirteen fifty two are you ready,2768.83,2770.25,
AAL1352,LCE-1,thirteen fifty two affirmative,2771.09,2772.35,
LCE-1,AAL1352,american thirteen fifty two runway three five left depart the middle marker heading three six zero cleared for takeoff,2772.42,2776.21,
AAL1252,LCE-1,cleared for takeoff three five left ah three sixty at the middle marker american three fifty two,2776.82,2781.40,
AAL251,LCE-1,tower american two fifty one we our gate's occupied we need to hold off,2787.46,2791.06,
LCE-1,AAL251,okay just hold short of three five left at twenty one sir,2791.27,2793.38,
AAL251,LCE-1,okie doke,2793.62,2794.12,
LCE-1,AAL251,american two seventy quebec regional tower runway three five left taxi into position and hold,2794.37,2797.71,
AAL270Q,LCE-1,american two seventy quebec position and hold runway three five left,2798.18,2801.30,
AAL95,LCE-1,ah regional tower american ah ninety five we're twelve out i l s ah runway three five right,2808.54,2813.63,
LCE-1,AAL950,american ninety five regional tower cleared to land runway three five right and the wind zero one zero at niner,2813.79,2817.58,
AAL95,LCE-1,ah roger we're at one ninety then we'll let us know when we can slow it,2818.38,2822.40,
LCE-1,CAL287,continental two eighty seven cross runway three five right hold short of three five left,2839.68,2842.86,
CAL287,LCE-1,three five we'll cross ah three five right continental two eighty seven,2843.64,2846.86,
LCE-1,AAL270Q,american two seventy quebec runway three five left depart the middle marker heading three six zero cleared for takeoff,2846.99,2850.73,
AAL270Q,LCE-1,american two seventy quebec cleared for takeoff three five left depart the middle marker heading three six zero,2851.11,2855.61,
LCE-1,AAL310,american three ten regional tower runway three five left taxi into position and hold,2855.74,2858.37,
AAL310,LCE-1,position and hold american three ten,2858.47,2859.83,
LCE-1,AAL633,american six thirty three heavy turn left the next high speed and hold short of three five left taxiway twenty three this frequency,2859.99,2864.97,
AAL633,LCE-1,american six thirty three heavy roger,2865.40,2867.23,
LCE-1,AAL1352,american thirteen fifty two and at three six zero middle marker contact departure good day,2867.34,2870.92,
AAL1352,LCE-1,three sixty at the middle marker american thirteen fifty two good day,2872.20,2875.05,
LCE-1,AAL310,american three ten runway three five left depart the middle marker heading three six zero cleared for takeoff,2904.34,2907.82,
AAL310,LCE-1,cleared for takeoff three sixty at the middle marker american three ten,2908.84,2911.16,
LCE-1,AAL680,and ah is that american six eighty down at the end,2913.03,2918.12,
AAL680,LCE-1,yes sir,2918.31,2918.87,
LCE-1,AAL680,american six eighty runway three five left taxi into position and hold traffic aircraft will cross down field,2919.03,2922.32,
AAL680,LCE-1,ok position and hold american six eighty,2922.54,2923.88,
LCE-1,AAL270Q,american two seventy quebec be three six zero at the middle marker contact departure good day,2924.06,2927.38,
AAL270Q,LCE-1,american two seventy quebec three six zero and departure good day,2927.80,2930.54,
MTR902,LCE-1,metro nine zero two for three one right,2932.03,2934.24,
LCE-1,MTR902,metro nine oh two regional tower cleared to land runway three one right wind three five zero at one zero,2934.78,2938.67,
MTR902,LCE-1,thank you,2938.92,2939.32,
LCE-1,AAL633,and american six thirty three heavy do you know if you have a gate,2941.82,2944.24,
AAL633,LCE-1,we have no gate,2944.78,2945.72,
LCE-1,AAL633,you have no gate thank you,2946.01,2947.39,
AAL51,LCE-1,american five one heavy is nine out,2949.41,2951.16,
LCE-1,AAL51,american fifty one heavy regional tower cleared to land runway three five right and the wind three five zero at one zero,2951.38,2957.65,
AAL51,LCE-1,cleared to land,2958.12,2958.85,
LCE-1,CAL287,continental two eighty seven cross runway three five left then go to ground point six five,2959.43,2962.68,
CAL287,LCE-1,cross left continental two two eighty seven,2963.11,2964.95,
LCE-1,AAL310,american three ten heading three six zero at the middle marker contact departure good day,2965.14,2968.59,
AAL310,LCE-1,so long,2969.02,2969.48,
LCE-1,AAL680,american six eighty runway three five left depart the middle marker heading three six zero cleared for takeoff,2995.18,2998.80,
AAL680,LCE-1,okay we'll leave the marker on a sixty heading a three sixty heading american six eighty cleared to go,2999.11,3003.34,
AAL1117,LCE-1,regional tower american eleven seventeen ah thirteen out three five right,3006.24,3009.88,
LCE-1,AAL1117,american eleven seventeen regional tower cleared to land runway three five right wind three six zero at one zero caution wake turbulence you're following a company heavy d c ten over the marker,3010.02,3016.81,
AAL1117,LCE-1,cleared to land three five right american eleven seventeen,3017.62,3019.76,
LCE-1,AAL383,american three eighty three hold short of three five left taxiway twenty three this frequency,3029.17,3032.28,
AAL383,LCE-1,we're to hold short of the left side at twenty three and ah we'll get the gate for you here in just a second,3033.49,3037.48,
AAL383,LCE-1,our gate's open american three eighty three,3042.58,3044.41,
LCE-1,AAL383,okay,3044.60,3045.30,
LCE-1,AAL251,american two fifty one heavy cross runway three five left turn right on the outer contact ground point six five,3046.02,3050.43,
AAL251,LCE-1,okay cleared to cross and right on the outer american two fifty one heavy,3053.71,3057.47,
LCE-1,AAL633,american six thirty three heavy cross runway three five left turn right on the outer contact ground point point six five,3057.60,3061.92,
AAL633,LCE-1,american six thirty three cross the left,3062.17,3063.85,
LCE-1,AAL383,american three eighty three cross runway three five left go to ground point six five,3064.02,3066.93,
LCE-1,AAL680,american six eighty heading three six zero at middle marker contact departure good day,3069.86,3072.88,
AAL680,LCE-1,we'll see you,3073.08,3073.49,
LCE-1,AAL383,and american three eighty three cross runway three five left behind the company heavy ten and then go to ground point six five,3075.00,3079.62,
AAL383,LCE-1,cross three five left point six five american three eighty three,3079.87,3082.23,
LCE-1,MTR63,and metro eight ah sixty three cross runway three five left hold short of three five right,3082.49,3086.34,
MTR63,LCE-1,sixty three wilco,3086.54,3087.43,
LCE-1,CPL765,er ah chaparral seven sixty five cross runway three five left hold short of three five right,3087.67,3091.67,
CPL765,LCE-1,seven sixty five will do it,3091.85,3093.12,
LCE-1,MTR889,and metro eight eighty nine you can cross runway three five left hold short of three five right,3093.69,3097.57,
MTR889,LCE-1,eight eight nine,3097.73,3098.43,
LCE-1,AAL422,american four twenty two regional tower three five left taxi into position and hold,3098.73,3101.58,
AAL422,LCE-1,position and hold three five left american four twenty two,3102.80,3105.28,
LCE-1,AAL95,american ninety five turn left that high speed northbound lima and hold short of three five left taxiway twenty one this frequency,3105.34,3110.01,
AAL95,LCE-1,american ninety five,3110.64,3111.38,
LCE-1,HUS1216,hustlers twelve sixteen regional tower cleared to land three one right wind three five zero at eight,3115.43,3118.84,
AAL95,LCE-1,ah tower for your information this american ninety five we got a very erratic glide slope on ah three five right at the start of our descent,3122.26,3130.36,
LCE-1,AAL95,american ninety five thank you,3131.26,3133.54,
LCE-1,MTR902,metro nine oh two hold short of three five right this frequency,3134.08,3137.09,
MTR902,LCE-1,nine oh two,3137.47,3138.24,
LCE-1,AAL422,american four twenty two runway three five left depart the middle marker heading three six zero cleared for takeoff,3142.08,3146.61,
AAL422,LCE-1,middle marker three six zero cleared for takeoff three five right american four twenty two,3146.88,3150.00,
LCE-1,AAL422,that's three five left you're cleared for takeoff,3150.16,3151.58,
LCE-1,AAL95,american ah ninety five now hold short of three five left at twenty three,3151.59,3154.47,
AAL95,LCE-1,american ninety five,3155.35,3156.03,
LCE-1,AAL232,american two thirty two heavy runway three five left taxi into position and hold,3156.61,3160.34,
AAL232,LCE-1,position and hold three five left american two thirty two,3160.46,3162.43,
LCE-1,MTR863,metro eight sixty three runway three five right taxi into position and hold caution wake turbulence arriving heavy d c ten,3181.68,3185.77,
MTR863,LCE-1,position and hold eight sixty three,3185.83,3187.61,
LCE-1,MTR902,metro nine oh two cross runway three five right hold short of three five left,3190.50,3193.15,
LCE-1,AAL51,and american fifty one heavy turn left at the second high speed and hold short of three five left taxiway twenty one this frequency and how did you receive the glide slope on the way down,3194.57,3201.32,
AAL51,LCE-1,just fine,3203.01,3203.75,
LCE-1,AAL51,thank you //,3203.99,3204.61,
AAL51,LCE-1,we probably were interrupting it,3207.56,3209.56,
LCE-1,AAL95,american ninety five cross runway three five left and then go to ground point six five,3211.42,3214.96,
AAL95,LCE-1,american ninety five,3215.48,3216.11,
LCE-1,MTR902,metro nine oh two cross three five left go to ground point six field,3216.47,3219.05,
MTR902,LCE-1,nine oh two,3219.15,3219.95,
LCE-1,MTR863,metro eight sixty three runway three five right cleared for takeoff,3220.18,3222.29,
MTR863,LCE-1,eight sixty three's rolling,3222.40,3223.39,
AAL237,LCE-1,american two thirty seven checking in at ah three thousand feet,3224.50,3227.42,
LCE-1,AAL237,american two thirty seven cleared to land runway three five right the wind is three five zero at eight,3227.64,3231.41,
LCE-1,AAL422,american four twenty two heading three six zero at the middle marker contact departure good day,3233.43,3236.24,
AAL422,LCE-1,four twenty two good day,3236.56,3237.45,
LCE-1,AAL51,american fifty one heavy keep it rolling and cross three five left at twenty one then go to ground point six five,3237.60,3241.24,
AAL51,LCE-1,roger,3241.95,3242.44,
AAL237,LCE-1,american two thirty seven checking in three thousand feet and nine miles,3243.82,3246.60,
LCE-1,AAL237,and american's two thirty seven cleared to land three five right wind three five zero at eight,3246.79,3249.88,
LCE-1,HUS1216,hustler's twelve sixteen hold short of three five right this frequency,3253.47,3256.55,
AAL627,LCE-1,american six twenty seven six out three five right / american six twenty seven six out,3259.33,3264.98,
LCE-1,AAL627,american six twenty seven regional tower cleared to land runway three five right wind three five zero at eight caution wake turbulence from a heavy d c ten off the inboard,3265.59,3271.14,
AAL627,LCE-1,cleared to land three five right american six three twenty seven,3271.98,3273.89,
AAL232,LCE-1,three sixty cleared for takeoff three five left american two thirty two,3279.90,3282.97,
LCE-1,AAL600,american six hundred runway three five left taxi into position and hold caution wake turbulence by a heavy d c ten,3283.02,3286.61,
AAL600,LCE-1,position and hold three five left american six hundred,3286.82,3288.65,
LCE-1,MTR863,metro eight sixty three contact departure good day,3288.80,3290.83,
MTR863,LCE-1,see you later,3290.87,3291.39,
AAL373,LCE-1,american three seventy three we're eight out on three five right,3293.71,3296.23,
LCE-1,AAL373,american three seventy three regional tower cleared to land runway three five right wind three four zero at niner,3296.47,3300.52,
AAL373,LCE-1,cleared to land three five right american three seventy three,3301.34,3303.24,
AAL1153,LCE-1,and american eleven fifty three twelve out three five right,3304.06,3307.78,
LCE-1,AAL1153,american eleven fifty three regional tower cleared to land runway three five right and the wind three four zero at niner,3307.86,3311.53,
AAL1153,LCE-1,cleared to land on three five right american eleven fifty three,3312.63,3315.71,
LCE-1,AAL232,american two thirty two heavy heading three six zero at middle marker contact departure good day,3330.50,3334.08,
AAL232,LCE-1,good day,3334.22,3334.66,
LCE-1,AAL1117,american eleven seventeen turn left that high speed taxi north on lima and hold short of three five left taxiway twenty one this frequency,3348.64,3354.67,
AAL1117,LCE-1,okay short of three five left at twenty one with you american eleven seventeen,3355.34,3358.85,
LCE-1,AAL600,american six hundred runway three five left depart the middle marker heading three six zero cleared for takeoff,3369.43,3373.21,
AAL600,LCE-1,middle marker at three sixty on the heading american six hundred is cleared for takeoff three five left,3373.85,3377.52,
LCE-1,AAL684,american six eighty four runway three five left taxi into position and hold,3377.56,3380.43,
AAL684,LCE-1,into position and hold american six eighty four,3380.50,3382.75,
LCE-1,ALL,attention all aircraft departure information romeo is now current wind three four zero at niner altimeter is three zero two niner we're now measured ceiling one thousand five hundred overcast visibility one two,3385.60,3396.38,
USA1053,LCE-1,usair ten fifty three with you on the localizer three one right,3399.44,3402.79,
LCE-1,AAL1153,american eleven fifty three regional tower you're cleared to land runway three five right wind three four zero at one zero,3402.83,3407.23,
AAL1153,LCE-1,cleared to land three five right american eleven fifty three,3407.79,3409.98,
AAL1441,LCE-1,regional american fourteen forty one with you coming up on tuffo,3411.78,3414.85,
LCE-1,AAL1441,american fourteen forty one regional tower cleared to land runway three five right and the wind three four zero at one zero,3414.88,3418.41,
AAL1441,LCE-1,cleared to land three five right,3418.96,3421.00,
LCE-1,AAL684,american six eighty four runway three five left depart the middle marker heading three six zero you're cleared for wind three four zero at one zero,3426.63,3432.34,
AAL684,LCE-1,three six zero cleared for takeoff american six eighty four,3432.49,3435.49,
LCE-1,AAL1406,american fourteen oh six runway three five left taxi into position and hold,3435.59,3438.30,
AAL1406,LCE-1,position and hold three five left american fourteen oh six,3438.57,3440.95,
LCE-1,AAL673,american six twenty seven turn left the next high speed hold short of three five left taxiway twenty three this frequency,3441.10,3445.39,
AAL673,LCE-1,eleven ah six twenty seven,3448.15,3450.57,
LCE-1,AAL673,affirmative,3450.91,3451.72,
LCE-1,AAL600,american six hundred heading three six zero at the middle marker contact departure good day,3451.98,3455.19,
AAL600,LCE-1,six hundred good day,3455.51,3456.19,
LCE-1,AAL237,american two thirty seven hold short of runway three five right this frequency,3461.72,3464.45,
AAL237,LCE-1,three five right short american two thirty seven,3465.38,3467.25,
LCE-1,USA1053,u s air's ten fifty three regional tower regional tower you're number one cleared to land runway three one right wind three four zero at one one,3471.43,3475.34,
USA1053,LCE-1,cleared to land u s air ten fifty three,3476.76,3478.99,
UAL725,LCE-1,regional tower united seven twenty five ah the i l s three five right,3483.91,3487.79,
LCE-1,UAL725,united seven twenty five regional tower cleared to land runway three five right the wind three four zero at one one,3487.88,3491.30,
UAL725,LCE-1,cleared to land three five right united seven twenty five,3491.85,3494.37,
LCE-1,AAL1153,american eleven fifty three can you accept the inboard,3494.46,3496.38,
LCE-1,AAL1153,american eleven fifty three,3501.26,3502.39,
AAL423,LCE-1,american four twenty three's ah on final for three one right,3504.18,3508.21,
LCE-1,AAL1406,american fourteen oh six runway three five left depart the middle marker heading three six zero cleared for takeoff,3508.28,3512.01,
AAL1406,LCE-1,cleared for takeoff on three five left three sixty at the ah middle marker american ah fourteen oh six,3513.39,3520.02,
LCE-1,HUS1216,hustler twelve sixteen cross three five right hold short of three five left,3520.07,3522.75,
HUS1216,LCE-1,cross the right short of the left twelve sixteen,3522.95,3524.78,
LCE-1,AAL1441,and it's american ah fourteen forty one,3525.30,3526.96,
AAL1441,LCE-1,we're four out american fourteen forty one,3529.32,3531.02,
LCE-1,AAL1441,yes can you accept three five left,3531.07,3532.60,
AAL1441,LCE-1,we don't have the runway in sight,3533.01,3534.50,
AAL684,LCE-1,three six zero going to departure american six eighty four,3538.23,3540.47,
LCE-1,AAL373,american three seventy three hold short of three five left taxiway twenty three this frequency,3544.95,3548.43,
AAL373,LCE-1,three seventy three wilco,3550.18,3551.25,
AAL1441,LCE-1,american fourteen forty one ah we got the runway in sight we can go to three five left,3558.80,3562.27,
LCE-1,AAL1441,american fourteen forty one ah thank you change runway cleared to land runway three five left and the wind is three three zero at niner appreciate your help,3562.47,3568.08,
AAL1441,LCE-1,three five left american fourteen forty one,3568.57,3570.17,
LCE-1,AAL1117,american eleven seventeen cross runway three five left then go to ground point six five,3570.44,3573.86,
AAL1117,LCE-1,cross three five left american eleven seventeen,3574.21,3575.87,
LCE-1,AAL627,american six twenty seven cross three five left go to ground point six five,3575.88,3578.48,
AAL627,LCE-1,six twenty seven,3579.31,3580.27,
LCE-1,HUS1216,hustler twelve sixteen cross three five left go to ground point six five,3580.38,3582.99,
LCE-1,AAL1406,american fourteen oh six heading three six zero at middle marker contact departure good day,3585.64,3588.64,
AAL1406,LCE-1,three sixty american fourteen oh six,3589.00,3590.99,
AAL423,LCE-1,american four twenty three cleared to land on ah three one right,3591.88,3594.39,
LCE-1,AAL423,american four twenty three affirmative following traffic short final cleared to land three one right and the wind three three zero at niner,3594.43,3598.48,
AAL423,LCE-1,okay cleared to land on three one right american four twenty three,3600.01,3602.27,
LCE-1,MTR889,metro eight eighty nine runway three five right taxi into position and hold,3602.28,3604.60,
MTR889,LCE-1,position and hold metro's eight eight nine,3604.91,3606.65,
LCE-1,AAL237,american two thirty seven cross runway three five right hold short of three five left,3606.66,3609.40,
AAL237,LCE-1,cross three five right short of three five left american two thirty seven,3609.49,3612.60,
LCE-1,AAL1153,american eleven fifty three turn left at next high speed taxi north on lima and hold short of three five left taxiway twenty one this frequency,3612.71,3618.61,
AAL1153,LCE-1,eleven fifty three,3619.01,3619.96,
CPL755,LCE-1,what's the sequence for chaparral seven fifty five,3621.75,3623.78,
LCE-1,CPL755,you're next,3624.69,3625.31,
AAL305,LCE-1,american three oh five for runway thirty one right,3628.08,3630.79,
LCE-1,AAL305,american three oh five regional tower you're following company two out cleared to land three one right and the wind is three four zero at one zero,3631.05,3636.12,
AAL305,LCE-1,cleared to land three one right american three oh five,3636.66,3638.80,
LCE-1,USA1053,u s air ten fifty three hold short of runway three five right this frequency,3638.92,3641.30,
USA1053,LCE-1,u s air ten fifty three,3641.97,3642.97,
LCE-1,MTR889,metro eight eighty nine runway three five right cleared for takeoff,3644.25,3646.27,
MTR889,LCE-1,eight eighty nine's on the roll,3646.87,3648.13,
LCE-1,CPL755,chaparral seven fifty five runway three five right taxi into position and hold there's traffic three out,3648.14,3651.38,
CPL755,LCE-1,seven fifty five roger,3651.57,3652.91,
AAL1337,LCE-1,tower it's thirteen thirty seven twelve out for landing on three five right,3659.55,3663.32,
LCE-1,AAL1337,american thirteen thirty seven regional tower cleared to land runway three five right and the wind three three zero at one zero,3663.39,3667.26,
AAL1337,LCE-1,american thirteen thirty seven's cleared to land,3667.76,3669.98,
LCE-1,AAL694,american six ninety four runway three five left taxi into position and hold aircraft will cross down field,3670.01,3673.69,
AAL694,LCE-1,position and hold american six ninety four,3673.87,3675.46,
LCE-1,AAL237,american two thirty seven cross runway three five left go to ground point six five,3685.07,3687.99,
AAL237,LCE-1,cross three five left ground the other side american three fifty seven two fifty seven,3688.35,3692.74,
LCE-1,CPL755,and chaparral seven fifty five runway three five right cleared for takeoff,3692.84,3695.32,
CPL755,LCE-1,fifty five on the roll,3696.12,3697.12,
LCE-1,MTR889,metro eight eighty nine contact departure good day,3697.23,3699.07,
LCE-1,AAL1441,american fourteen forty one turn left that high speed go to ground point six five,3700.22,3703.11,
AAL1441,LCE-1,fourteen forty one,3703.48,3704.18,
LCE-1,AAL1153,american eleven fifty three cross runway three five left go to ground point six five,3704.30,3707.04,
AAL1153,LCE-1,american eleven fifty three we'll cross,3707.22,3708.74,
LCE-1,AAL373,american three seventy three cross runway three five left give way to the company m d clearing at the high speed go to ground point six five,3708.86,3713.76,
AAL373,LCE-1,american three seventy three ah crossing the left,3714.30,3717.23,
LCE-1,AAL373,yeah and give way to the company at the high speed,3717.80,3719.33,
AAL373,LCE-1,three seventy three,3720.03,3720.72,
AAL425,LCE-1,tower american four twenty five's ah the marker inbound,3721.30,3723.88,
LCE-1,AAL425,american four twenty five regional tower you're cleared to land runway three five right and the wind is three four zero at one one,3724.06,3728.83,
AAL425,LCE-1,cleared to land three five right american four twenty five,3729.27,3731.64,
AAL1355,LCE-1,american thirteen fifty five is mandy inbound,3732.96,3734.95,
LCE-1,AAL1355,american thirteen fifty five regional tower you're cleared to land runway three ah one right and start reducing your approach speed you're following a company two out,3736.44,3742.64,
AAL1355,LCE-1,okay we're slowing down thirteen fifty five,3743.87,3745.51,
LCE-1,AAL1355,thank you,3745.76,3746.47,
LCE-1,AAL423,american four twenty three ah left at the ninety and hold short of three five right this frequency use taxiway eighteen,3746.49,3751.22,
AAL423,LCE-1,roger american four twenty three,3751.65,3752.85,
LCE-1,MTR755,metro seven fifty five contact departure good day,3753.19,3755.09,
MTR755,LCE-1,good day,3755.22,3755.69,
AAL883,LCE-1,tower american eight eighty three eleven out for thirty five right,3756.60,3758.57,
LCE-1,AAL694,american six ninety four runway three five left depart the middle marker heading three six zero cleared for takeoff,3760.55,3764.70,
AAL694,LCE-1,cleared for takeoff three five left three sixty on the heading american ah six ninety four,3765.11,3769.50,
LCE-1,USA1053,ah u s air ten fifty three cross runway three five right and hold short of three five left,3769.76,3773.00,
USA1053,LCE-1,okay we'll hold short of ah the left one ten fifty three,3773.21,3775.53,
LCE-1,UAL725,united seven twenty five left that high speed taxi north on lima and hold short of three five left taxiway nineteen this frequency,3775.60,3780.51,
UAL725,LCE-1,taxiway nineteen ah hold short of the left united seven twenty five,3780.78,3784.42,
LCE-1,UAL725,yes,3784.52,3784.78,
LCE-1,AAL423,and american ah four twenty three you can just hold short of three five right taxiway nineteen this frequency,3784.80,3788.64,
AAL423,LCE-1,taxiway nineteen this frequency hold short american four twenty three,3789.00,3791.73,
LCE-1,AAL634,okay american's six thirty four heavy you ready,3792.09,3794.05,
AAL883,LCE-1,american eight eighty three nine out for three five right,3797.95,3800.25,
LCE-1,AAL883,american eight eighty three regional tower you're following company on a four mile final cleared to land runway three five right and the wind is three five zero at one two,3800.51,3805.71,
AAL883,LCE-1,cleared to land,3805.96,3806.45,
AAL634,LCE-1,ah six thirty four is waiting for the numbers you want us to pull up in the runup pad here,3807.18,3809.88,
LCE-1,AAL634,affirmative sir just pull over to the side let me know when you're ready,3810.01,3812.35,
AAL634,LCE-1,okay,3812.65,3813.23,
LCE-1,UAL725,correction on the united ah seven twenty five just turn left at taxiway twenty three cross three five left at twenty three and then go to ground point six five,3840.69,3847.17,
UAL725,LCE-1,okay cross ah three five left at ah twenty three united seven twenty five,3847.83,3851.77,
LCE-1,UAL725,affirmative,3851.85,3852.38,
LCE-1,USA1023,u s air ten fifty three cross runway three five left go to ground point six five,3852.38,3855.62,
USA1023,LCE-1,ten twenty three cross,3856.34,3857.12,
LCE-1,AAL694,american's six ninety four three six zero at the middle marker contact departure good day,3857.25,3860.02,
AAL694,LCE-1,good day six ninety four,3861.21,3862.54,
LCE-1,AAL305,american ah three oh five hold short of runway three five right this frequency,3862.67,3866.66,
LCE-1,AAL423,american four twenty three cross runway three five right hold short of three five left,3868.95,3871.60,
AAL423,LCE-1,cross three five right hold short of three five left american four twenty three,3871.81,3874.35,
LCE-1,AAL498,and ah american four ninety eight can you get around the heavy,3874.46,3876.62,
AAL498,LCE-1,ah we sure can but we don't have the numbers either,3877.27,3879.44,
LCE-1,AAL498,okay just pull over to the side let me know when you're ready,3879.63,3882.13,
AAL498,LCE-1,four ninety eight,3882.59,3883.38,
LCE-1,AAL423,american four twenty five turn left at that high speed cross runway three five left at taxiway twenty three and then go to ground point six five,3883.81,3888.78,
AAL423,LCE-1,okay,3889.09,3889.24,
