from,to,text,time_start,time_end,comment
GCE-2,AAL1414,twenty three north are you ready,2848.21,2849.42,
AAL1414,GCE-2,affirm fourteen fourteen quebec,2849.79,2851.35,
GCE-2,AAL1414,american fourteen fourteen regional ground follow that metro saab and it's standard taxi runway three six right,2852.42,2857.65,
AAL1414,GCE-2,standard three six right american fourteen fourteen,2858.16,2860.26,
AAL1039,GCE-2,ramp amer correction ground american ten thirty nine company wants us in twenty five instead of twenty four north,2860.54,2865.37,
GCE-2,AAL1039,american ten thirty nine take it straight in taxi to parking,2866.09,2868.27,
AAL1039,GCE-2,thank you,2868.38,2868.74,
GCE,MTR863,metro eight sixty three give way to that seven two at taxiway twenty four south heading off to your right,2868.94,2874.49,
MTR863,GCE,eight sixty three roger,2875.55,2876.77,
GCE-2,AAL600,who's at twenty four south,2876.93,2879.08,
AAL600,GCE-2,that's american six hundred with quebec,2879.40,2880.96,
GCE-2,AAL600,american six hundred regional ground good afternoon sir information quebec is current follow the seven two approaching your twelve o'clock then standard taxi runway three five left,2880.97,2889.82,
AAL600,GCE-2,cleared to three five left we'll follow the seven two american six hundred,2890.60,2893.26,
GCE-2,AAL600,affirm,2893.49,2893.85,
GCE-2,AAL296,im sorry who called about the west side american two ninety six your standard taxi runway three six right sir,2898.43,2902.75,
AAL296,GCE-2,o k thanks,2902.96,2903.71,
CPL755,GCE-2,ah ground seven fifty five twenty north,2903.91,2906.03,
GCE-2,CPL755,chaparral seven fifty five regional ground standard taxi runway three five left use intersection thirty two for departure,2906.17,2913.37,
CPL755,GCE-2,intersection thirty two seven fifty five roger,2913.80,2916.04,
GCE-2,MTR889,all right who's that metro saab coming up behind the jetstream,2916.15,2918.78,
MTR889,GCE-2,metro's eight eight nine,2918.89,2920.04,
GCE-2,MTR889,metro eight eighty nine regional ground good evening sir standard taxi three five left use intersection thirty one for departure,2920.32,2925.77,
GCE-2,UNK,twenty three north are you ready,2928.92,2930.11,
CPL711,GCE-2,north india,2935.24,2935.80,
GCE-2,CPL711,north india is who,2936.96,2937.89,
CPL711,GCE-2,chaparral seven eleven,2938.04,2939.92,
GCE-2,CPL711,chaparral seven eleven regional ground standard taxi runway three six right good day,2940.09,2943.99,
CPL711,GCE-2,standard three six right chaparral seven eleven,2944.16,2946.26,
GCE-2,AAL684,taxiway twenty seven is six eighty four,2947.96,2950.00,
AAL684,GCE-2,six eighty four affirmative we have quebec,2950.42,2952.14,
AAL684,GCE-2,o k follow the saab american six eighty four,2963.90,2966.02,
GCE-2,CPL755,affirmative chaparral seven fifty five transition to the outer at taxiway ah twenty five transition to the outer at twenty five your going a metro saab at taxiway twenty seven and the outer,2966.03,2976.00,
CPL755,GCE-2,understand twenty five the outer we'll do it,2976.34,2978.33,
GCE-2,MTR889,metro eight eighty nine transition to the outer at twenty five,2978.63,2981.23,
MTR889,GCE-2,o k how about twenty four,2981.89,2983.06,
GCE-2,MTR889,all right twenty four's approved just follow that jetstream ahead and off to your right on the inner,2983.39,2986.83,
MTR889,GCE-2,metro's eight eight nine,2987.17,2988.06,
GCE-2,MTR863,metro eight sixty three at twenty seven transition to the outer,2988.16,2991.07,
MTR863,GCE-2,sixty three wilco,2991.25,2992.36,
GCE-2,MTR863,good day,2992.45,2992.73,
COA287,GCE-2,continental two eighty seven just cleared the inner three five going to six,2993.21,2996.16,
GCE-2,COA287,continental two eighty seven regional ground you can turn left at india taxi to parking good day,2996.20,2999.76,
GCE-2,AAL1406,american fourteen oh six exit taxiway twenty seven hold short of the inner information quebec is current,3008.24,3012.54,
AAL1406,GCE-2,and we have quebec and we'll do it at ah twenty seven,3012.84,3015.61,
GCE-2,ALL,all right and who else wants out twenty seven,3015.78,3017.81,
GCE-2,UNK,all right who is the other aircraft that called unanswered,3019.26,3021.37,
GCE-2,AAL1406,american fourteen oh six regional ground standard taxi runway three five left,3038.36,3041.46,
GCE-2,AAL1406,american fourteen oh six regional ground standard taxi runway three five left,3047.53,3050.85,
AAL1406,GCE-2,three five left ah american fourteen oh six,3051.66,3053.78,
MTR905,GCE-2,metro nine oh five north india,3098.05,3099.30,
MTR905,GCE-2,regional ground metro nine oh five north india,3108.71,3110.47,
AAL960,GCE-1,twenty three south,3113.64,3114.33,
GCE-2,MTR905,standby,3114.54,3114.97,
AAL960,GCE-2,twenty three south,3115.80,3116.60,
GCE-2,AAL960,twenty three south is who,3118.01,3119.75,
AAL960,GCE-2,american nine sixty and we have quebec,3120.77,3122.67,
GCE-2,AAL960,american nine sixty regional ground standard taxi runway three six right,3122.92,3125.68,
AAL960,GCE-2,standard taxi three six right american nine sixty,3125.93,3128.13,
GCE-2,AAL251,the seven five turning north bound on the outer say your numbers,3128.28,3132.10,
AAL251,GCE-2,ah ground american two fifty one heavy we just turned we ah cleared at twenty one north on the outer now,3133.42,3138.43,
GCE-2,AAL251,all right american two fifty one heavy continue north bound hold short of taxiway nineteen on the outer,3138.99,3143.03,
AAL251,GCE-2,hold short of nineteen on the outer american two fifty one heavy,3143.28,3145.55,
GCE-2,AAL633,the d c ten at taxiway north bound it's who understand your gates occupied,3145.72,3150.03,
AAL633,GCE-2,well it just opened up we're going to go in twenty one,3150.49,3152.85,
GCE-2,AAL633,all right sir turn left at taxiway twenty one taxi to parking,3153.19,3156.09,
AAL633,GCE-2,american six thirty three heavy,3156.20,3157.34,
AAL383,GCE-2,yes maam twenty four north for american three eighty three,3161.38,3163.57,
GCE-2,AAL383,american three eighty three follow the company m d eighty via the inner to parking,3163.73,3166.92,
AAL383,GCE-2,inner to parking american three eighty three,3167.25,3169.10,
GCE-2,AAL694,taxiway twenty six south join the inner,3169.15,3171.01,
AAL694,GCE-2,american six ninety four quebec,3171.23,3172.67,
GCE-2,AAL694,american six ninety four regional ground standard taxi runway three five left,3172.93,3176.55,
AAL694,GCE-2,american six ninety four,3177.10,3178.09,
MTR905,GCE-2,look at north india,3179.34,3180.43,
GCE-2,MTR905,o k north india go ahead,3180.79,3182.41,
MTR905,GCE-2,metro nine oh five,3183.32,3185.05,
GCE-2,MTR905,metro's nine oh five regional ground good morning to you it's standard taxi runway three six right,3185.44,3189.03,
MTR905,GCE-2,standard to three six right,3190.24,3191.89,
AAL1344,GCE-2,ground american ah thirteen forty four at twenty,3211.00,3213.83,
AAL1344,GCE-2,ah ground american ah thirteen forty four we need to go out taxiway twenty here and back in twenty four,3234.60,3238.87,
GCE-2,AAL1344,o k sir then turn right on the inner taxiway and use taxiway twenty four to parking,3239.01,3242.68,
AAL1344,GCE-2,american ah thirteen forty four thank you,3243.32,3244.93,
AAL251,GCE-2,ground american two fifty one heavy we're our gate's open now and ah we're ready to go on in,3245.15,3249.99,
GCE-2,AAL251,k american two fifty one heavy ground turn left on taxiway nineteen turn left on the inner and taxi to parking,3250.10,3254.94,
AAL251,GCE-2,left on nineteen left on the inner to parking american two fifty one that'll be taxiway twenty six,3254.97,3259.38,
GCE-2,MTR902,all right thank you the metro saab on nineteen taxi to parking good day,3259.52,3262.38,
MTR902,GCE-2,nine oh two,3262.61,3263.16,
AAL51,GCE-2,five one's clear ah gate eighteen in twenty one,3268.91,3272.82,
GCE-2,AAL51,it was american five oh one heavy re regional ground give way to the m d eighty right to left and straight ahead for twenty one good day,3275.92,3281.57,
AAL51,GCE-2,roger it's five one heavy,3281.86,3283.20,
GCE-2,AAL51,fifty one heavy thank you,3283.40,3284.62,
GCE-2,AAL410,taxiway twenty two or twenty two north the d c ten,3288.33,3291.33,
AAL410,GCE-2,american four ten heavy,3291.68,3293.16,
GCE-2,AAL410,american four ten heavy regional ground information quebec is current follow the company m d eighty standard taxi runway three six right,3294.68,3300.84,
AAL410,GCE-2,follow the m d eighty three six right standard taxi and we have quebec,3301.49,3305.16,
GCE-2,UNK,taxiway twenty six the m d eighty,3307.66,3309.93,
GCE-2,AAL634,taxiway twenty six north join the inner taxiway and who are you,3312.20,3315.65,
AAL634,GCE-2,american six thirty four heavy quebec,3315.87,3317.69,
GCE-2,AAL634,american six thirty four heavy standard taxi runway three five left,3317.79,3320.84,
AAL634,GCE-2,three five left standard american six three four heavy,3321.08,3323.26,
AAL209,GCE-2,american two oh nine with quebec at twenty four south,3324.04,3326.66,
AAL209,GCE-2,standard taxi thirty six right american two oh nine we'll get romeo,3338.67,3341.67,
GCE-2,AAL410,american four ten heavy follow a company seven fifty seven at twenty four south,3341.77,3345.44,
AAL410,GCE-2,four ten heavy wilco,3346.82,3348.07,
GCE-2,AAL1344,american thirteen forty four give way to the company seven five out twenty four south in front of you,3348.18,3352.50,
GCE-2,AAL498,taxiway twenty two,3358.30,3359.64,
AAL498,GCE-2,american four ninety eight with quebec,3360.07,3361.54,
GCE-2,AAL498,american four ninety eight regional ground information romeo is now current i want you to follow the company seven sixty seven off to your left and then standard taxi runway three five left,3361.85,3368.35,
AAL498,GCE-2,we'll follow the seven six three five left american four ninety eight,3372.02,3374.85,
GCE-2,AAL1413,taxiway twenty five join the inner,3374.96,3376.78,
AAL1413,GCE-2,american fourteen thirteen quebec,3377.08,3378.77,
GCE-2,AAL1413,american fourteen thirteen regional ground romeo is now current standard taxi three six right,3378.82,3382.50,
AAL1413,GCE-2,three six right american fourteen thirteen,3384.27,3386.15,
GCE-2,AAL410,american four ten heavy follow a company m d eighty at taxiway twenty five ahead and off to your right and information romeo is now current,3386.18,3392.60,
AAL410,GCE-2,that's for four ten we'll give way to the m d eighty,3395.02,3397.39,
GCE-2,AAL410,affirmative and information romeo now current sir attention all aircraft information romeo now current altimeter's three zero two niner,3397.64,3404.02,
AAL464,GCE-2,ground american four sixty four is number one twenty three north with romeo,3410.23,3413.82,
GCE-2,AAL464,american four sixty four regional ground all right sir follow the seven twenty seven off to your left then standard taxi runway three six right,3414.29,3422.62,
AAL464,GCE-2,three six right four sixty four,3423.42,3425.10,
AAL96,GCE-2,american ninety six heavy's eighteen bridge going in to twenty one,3435.92,3439.15,
GCE-2,AAL96,american ninety six heavy via the inner taxi to parking,3439.70,3442.45,
GCE-2,CPL516,chaparral five sixteen regional ground good morning sir standard taxi runway three six right,3448.21,3451.85,
CPL516,GCE-2,thirty six right,3452.11,3452.71,
AAL813,GCE-2,afternoon ground american eight thirteen heavy eighteen bridge for twenty six south,3544.34,3549.00,
GCE-2,AAL813,american eight thirteen heavy regional ground good evening sir and via the inner taxi to parking,3549.06,3552.77,
AAL813,GCE-2,inner to park american eight thirteen heavy,3553.49,3555.63,
GCE-2,AAL506,american five oh six regional ground romeo's now current and standard taxi runway three five left,3593.85,3597.99,
AAL506,GCE-2,and three five left we'll get the romeo american ah five oh six,3598.76,3601.88,
GCE-2,PAA1216,clipper twelve sixteen regional ground give way to that american seven sixty seven right to left off taxiway eighteen then you can go straight ahead on nineteen ground one two one point eight good day,3607.33,3616.24,
PAA1216,GCE-2,give way to american twelve sixteen,3616.47,3618.59,
AAL1117,GCE-2,american eleven seventeen clear of three five left at twenty one entrance twenty four north,3618.88,3622.31,
GCE-2,AAL1117,american eleven seventeen regional ground via the inner taxiway to parking,3622.48,3625.76,
AAL1117,GCE-2,inner to parking eleven seventeen,3626.11,3627.60,
AAL627,GCE-2,ground american ah six twenty seven just ah clearing ah three five left on taxiway twenty three,3630.15,3632.36,
GCE-2,AAL627,six twenty seven what entrance do you need,3637.25,3638.90,
AAL627,GCE-2,twenty six ah south,3639.64,3642.14,
GCE-2,AAL627,american six twenty seven via the inner taxiway to parking,3643.22,3645.95,
AAL627,GCE-2,six twenty seven,3646.61,3647.51,
GCE-2,AAL1117,american eleven seventeen follow the company m d eighty ahead and off to you left at twenty three,3647.67,3651.42,
AAL1117,GCE-2,american eleven seventeen,3652.37,3653.68,
AAL203,GCE-2,ah d f w ground american two oh three local we'd like to come out india,3655.79,3660.27,
AAL203,GCE-2,o k left on ah nineteen behind the navajo point eight ah on the nineteen bridge,3677.71,3682.61,
AAL243,GCE-2,american two forty three eighteen bridge twenty four north,3683.72,3686.05,
AAL243,GCE-2,no that's american,3694.73,3695.70,
GCE-2,AAL243,o k american two forty three via the inner taxi to parking,3696.20,3698.21,
AAL243,GCE-2,two forty three american,3699.10,3700.09,
GCE-2,CPL710,chaparral seven ten regional ground taxi to parking,3706.28,3708.20,
CPL710,GCE-2,seven ten roger,3708.31,3709.10,
AAL1441,GCE-2,ground ah american fourteen forty one's with you clearing here at twenty three ah we're checking on the gate,3716.87,3721.63,
GCE-2,AAL1441,k american fourteen forty one regional ground just hold short of the ah inner taxiway and let me know give way to the company crossing right to left taxiway twenty three,3723.71,3733.05,
AAL1441,GCE-2,we'll give way to the company and we're going to twenty five american fourteen forty one,3733.66,3737.47,
GCE-2,AAL1441,o k american fourteen forty one then plan on following the company m d ri eighty right to left then via the inner you can taxi to parking,3737.65,3743.46,
AAL237,GCE-2,ground american two thirty seven we're clearing in nineteen for twenty four north,3744.38,3748.36,
GCE-2,AAL237,american two thirty seven regional ground follow the company m d eighty at twelve o 'clock via the inner taxi to parking,3748.97,3753.89,
AAL237,GCE-2,american two thirty seven,3754.33,3755.50,
AAL373,GCE-2,stepped on american three seventy three at twenty three twenty six south,3762.79,3766.02,
GCE-2,AAL1153,m d eighty at taxiway twenty one via the inner straight ahead taxi to parking,3768.01,3771.71,
AAL1153,GCE-2,inner to parking eleven fifty three enter twenty six south,3772.32,3774.87,
GCE-2,AAL1153,all right sir via the inner taxi to parking m d eighty at taxiway twenty three pull up to the inner is your gate open,3774.90,3779.91,
AAL373,GCE-2,twenty six south american three seventy three,3780.63,3782.72,
GCE-2,AAL373,three seventy three via the inner taxi to parking,3782.84,3785.35,
AAL373,GCE-2,inner to parking american three seventy three,3785.71,3787.19,
GCE-2,AAL373,all right sir,3787.27,3787.84,
GCE-2,AAL1153,and the m d eighty at taxiway twenty one you're going to twenty six south is that correct,3789.48,3793.45,
AAL1153,GCE-2,that's affirmative eleven fifty three,3793.87,3795.81,
GCE-2,AAL1153,american eleven fifty three thank you you're going to give way to two company m d eighties left to right at taxiway twenty three,3795.87,3801.29,
AAL1153,GCE-2,we'll give way american eleven fifty three,3801.74,3803.50,
AAL1274,GCE-2,and american ah twelve seventy four at twenty three echo with ah romeo,3807.12,3811.80,
CPL788,GCE-2,chaparral seven eighty eight's on the eighteen bridge,3813.43,3815.48,
GCE-2,CPL788,chaparral on the eighteen bridge taxi to parking good day,3817.13,3820.53,
GCE-2,AAL243,american two forty three give way to a company m d eighty at taxiway twenty three north,3829.24,3832.99,
AAL243,GCE-2,two forty three going to be entering twenty two here,3834.75,3836.85,
GCE-2,AAL243,entering twenty two o k thank you,3837.09,3838.34,
GCE-2,AAL1274,american twelve seventy four romeo's now current i want you to follow the m d eighty off to your left on the inner taxiway and it's standard taxi runway three five left,3839.16,3847.93,
AAL1274,GCE-2,three five left we have romeo american twelve seventy four,3847.96,3850.36,
USA1053,GCE-2,ground u s air ten fifty three's crossing the left side for gate twelve,3872.19,3876.53,
GCE-2,USA1053,u s air ten fifty three regional ground turn north bound on the outer correction u s air ten fifty three straight ahead on taxiway nineteen contact ground one two one point eight,3876.87,3884.40,
USA1053,GCE-2,all right straight ahead,3884.84,3885.91,
UAL725,GCE-2,and ground united seven twenty five is clear of ah three five left at twenty three,3887.49,3891.70,
