from,to,text,time_start,time_end,comment
LCE-1,AAL1263 ,american twelve sixty three turn left at the next high speed cross runway three five left you'll see traffic taxiing on the runway and contact ground point six five ah correction one three four point zero five after you're across,1849.56,1860.79,
AAL1263,LCE-1 ,okay understand cleared to cross ah three five left then thirty four oh five american twelve sixty three,1860.98,1865.94,
LCE-1,AAL1263 ,that is correct there's a saab taxiing on the runway,1866.13,1868.90,
AAL1263,LCE-1 ,american twelve sixty three,1869.80,1871.02,
AAL543,LCE-1 ,tower american five forty three is with you eight out,1875.21,1877.10,
LCE-1,AAL543 ,american five forty three caution wake turbulence arriving heavy boeing seven six seven cleared to land runway three five right wind zero one zero at seven,1877.26,1883.80,
AAL543,LCE-1 ,cleared to land three five right american five forty three,1884.15,1886.37,
UNK,UNK,ah we're number two for departure now and the flight attendants prepare for takeoff,1887.02,1891.68,
LCE-1,DAL815 ,delta eight fifteen heavy hold short of runway three five right stay with me,1892.52,1895.77,
DAL815,LCE-1 ,hold short of three five right delta eight fifteen heavy,1895.93,1898.02,
UNK,UNK,we'll be right on out,1898.79,1899.69,
DAL1011,LCE-1 ,tower delta ten eleven with you about seven out for ah thirty one,1900.43,1903.65,
LCE-1,DAL1011 ,delta ten eleven regional tower cleared to land runway three one right wind three six zero at seven you're number two,1903.91,1908.67,
DAL1011,LCE-1 ,cleared to land three one right ten eleven,1909.44,1911.73,
LCE-1,AAL318 ,american three eighteen fly heading three six zero at the middle marker runway three five left cleared for takeoff,1930.36,1934.51,
AAL318,LCE-1 ,three sixty at the marker three five left cleared for takeoff american three eighteen,1935.31,1939.53,
LCE-1,AAL230 ,american two thirty heavy regional tower runway three five left taxi into position and hold,1939.69,1943.26,
AAL230,LCE-1 ,position and hold three five left american two thirty heavy,1943.58,1945.71,
LCE-1,MTR895 ,metro eight ninety five regional tower caution wake turbulence arriving heavy boeing seven six seven runway three five right taxi into position and hold,1956.74,1963.56,
MTR895,LCE-1 ,position and hold metro eight ninety five,1963.76,1965.11,
LCE-1,MTR895 ,yes sir traffic is four out,1965.20,1966.68,
MTR895,LCE-1 ,roger,1966.78,1967.36,
LCE-1,AAL251 ,american two fifty one heavy turn left at the next high speed hold short of runway three five left stay with me,1973.70,1978.59,
AAL251,LCE-1 ,american two fifty one heavy roger,1978.85,1980.75,
LCE-1,MTR895 ,metro eight ninety five the seven six seven is turning at the high speed wind is three five zero at eight runway three five right cleared for takeoff traffic two out,1987.73,1997.96,
MTR895,LCE-1 ,cleared to go metro eight ninety five,1998.15,1999.73,
LCE-1,AAL230 ,american two thirty heavy prop traffic departing the outboard northeast bound runway three five left cleared for takeoff fly heading three six zero at the middle marker,2000.73,2007.13,
AAL230,LCE-1 ,heading three six zero at the middle marker cleared for takeoff three five left american ah two thirty heavy,2007.39,2011.89,
LCE-1,AAL318 ,american three eighteen ah contact departure good day,2012.04,2015.38,
AAL318,LCE-1 ,three eighteen so long,2015.68,2016.83,
LCE-1,BAW228 ,speedbird two two eight heavy regional tower caution wake turbulence four miles in trail heavy d c ten runway three five left taxi into position and hold,2016.98,2023.71,
BAW228,LCE-1 ,position and hold three five left speed bird two twenty eight heavy,2023.90,2026.80,
LCE-1,AAL385 ,american three eighty five hold short of runway three five right stay with me stay on nineteen,2026.91,2031.08,
AAL385,LCE-1 ,hold short of three five right nineteen american three eighty five,2031.34,2033.46,
LCE-1,MTR895 ,metro eight ninety five contact departure good day,2033.61,2035.72,
MTR895,LCE-1 ,metro eight ninety five good day sir,2035.87,2037.28,
LCE-1,BAW228 ,speedbird two two eight heavy fly heading three six zero at the middle marker runway three five left cleared for takeoff,2072.38,2077.26,
BAW228,LCE-1 ,speedbird two twenty eight heavy cleared takeoff three five left three sixty from the ah middle marker,2077.44,2082.50,
LCE-1,AAL230 ,american two thirty heavy contact departure good day,2082.69,2084.99,
AAL230,LCE-1 ,good day,2085.07,2085.74,
AAL121,LCE-1 ,american one twenty one heavy is with you about four out for runway three five right,2085.85,2089.27,
LCE-1,AAL121 ,delta one twenty correction american one twenty one heavy cleared to land wind three six zero at eight,2089.38,2094.18,
AAL121,LCE-1 ,cleared to land three five right american one twenty one heavy,2094.92,2096.85,
LCE-1,DAL140 ,delta one forty regional tower caution wake turbulence departing heavy d c ten runway three five left taxi into position and hold,2096.97,2102.43,
DAL140,LCE-1 ,position and hold three five left delta one forty,2102.92,2104.96,
LCE-1,AAL545 ,american five forty five turn left hold short of runway three five left behind the company stay with me,2107.86,2112.36,
AAL545,LCE-1 ,that five forty three,2112.99,2114.14,
DAL815,LCE-1 ,cross right hold short of the left delta eight fifteen heavy,2119.98,2122.25,
AAL385,LCE-1 ,cross the right hold short of the left american three eighty five,2122.51,2124.82,
LCE-1,DAL1011 ,delta ten eleven hold short of runway three five right stay with me,2126.60,2129.54,
DAL1011,LCE-1 ,delta ten eleven roger,2130.02,2131.14,
AAL895,LCE-1 ,tower american eight ninety five with you about six out,2132.36,2134.52,
LCE-1,AAL895 ,american eight ninety five caution wake turbulence arriving heavy d c ten cleared to land runway three five right wind three six zero at seven,2134.71,2140.17,
AAL895,LCE-1 ,cleared to land three five right,2140.58,2141.88,
AAL251,LCE-1 ,american two fifty one heavy cleared to cross the left,2149.43,2151.85,
AAL543,LCE-1 ,american five forty three that's us behind the seven sixty seven ah cross three five left is that correct,2152.11,2157.24,
LCE-1,AAL543 ,that's correct,2157.28,2157.83,
DAL815,LCE-1 ,cross ah three five left delta eight fifteen heavy,2163.93,2166.24,
AAL385,LCE-1 ,cross three five right three five left american three eighty five,2166.54,2169.59,
LCE-1,MTR564 ,metro five sixty four at thirty one cross runway three five left hold short of the right,2170.00,2173.90,
MTR564,LCE-1 ,crossing the left holding short of the right metro five sixty four,2174.23,2177.47,
LCE-1,BAW228 ,speedbird two two eight heavy contact departure good day,2177.61,2180.66,
BAW228,LCE-1 ,speedbird two two eight heavy,2181.78,2183.68,
AAL351,LCE-1 ,regional tower american three fifty one localizer inbound for ah thirty five right,2185.31,2188.73,
LCE-1,AAL351 ,american three fifty one regional tower number two cleared to land runway three five right wind zero one zero at eight,2188.85,2193.23,
AAL351,LCE-1 ,cleared to land american three fifty one,2193.68,2195.47,
LCE-1,AAL121 ,american one twenty one heavy turn left at the next high speed and then northbound on lima to twenty one hold short of three five left,2203.39,2210.04,
AAL121,LCE-1 ,roger american one twenty one heavy hold short of the left,2210.49,2212.57,
LCE-1,MTR725 ,metro seven twenty five traffic three out runway three five right taxi into position and hold be ready to go,2213.53,2218.00,
MTR725,LCE-1 ,seven twenty five we'll be ready,2218.15,2219.75,
LCE-1,DAL140 ,delta one forty heading three six zero at the middle marker runway three five left cleared for takeoff,2219.93,2223.80,
DAL140,LCE-1 ,delta one forty three sixty at the marker cleared for takeoff three five left good day,2223.98,2229.04,
LCE-1,MTR725 ,metro seven twenty five runway three five right cleared for immediate takeoff,2229.27,2232.91,
MTR725,LCE-1 ,seven twenty five's cleared for immediate,2234.36,2236.22,
LCE-1,MTR725 ,that is correct,2236.37,2237.07,
LCE-1,AAL178 ,american one seventy eight regional tower runway three five left taxi into position and hold,2237.15,2241.05,
UNK,LCE-1 ,wind check,2241.94,2242.65,
LCE-1,AAL121 ,american one twenty one just turn left there and hold at twenty three,2242.87,2245.44,
AAL121,LCE-1 ,american one twenty one roger,2246.52,2247.59,
LCE-1,UNK ,wind zero one zero at eight,2247.82,2249.53,
UNK,LCE-1 ,thank you,2249.75,2250.53,
AAL178,LCE-1 ,american one seventy eight we're behind the u s air we can't get by,2251.17,2253.77,
LCE-1,AAL178 ,okay,2253.92,2254.47,
LCE-1,USA72 ,usa72 u s air seventy two runway three five left taxi into position and hold,2254.51,2257.56,
LCE-1,USA72 ,position and hold u s air seventy two,2258.01,2259.83,
LCE-1,AAL121 ,american one twenty one heavy cross runway three five left contact arrival ground one three four point zero five,2259.90,2264.70,
AAL121,LCE-1 ,we'll cross american one twenty one heavy,2264.96,2266.56,
LCE-1,AAL1341 ,american thirteen forty one number three cleared to land runway three five right wind zero one zero at eight,2272.55,2277.04,
AAL134,LCE-1 ,american thirteen forty one cleared to land three five right,2277.34,2280.09,
LCE-1,DAL140 ,delta one forty contact departure good day,2281.13,2283.14,
DAL140,LCE-1 ,good by,2283.37,2283.89,
LCE-1,MTR725 ,metro seven twenty five contact departure good day,2291.21,2293.82,
MTR725,LCE-1 ,seven twenty five have a good night,2294.11,2295.75,
LCE-1,USA72 ,american correction u s air seventy two fly heading three six zero at the middle marker runway three five left cleared for takeoff,2304.94,2310.77,
USA72,LCE-1 ,fly three six zero at the middle marker cleared for takeoff u s air seventy two,2311.33,2315.23,
LCE-1,AAL178 ,american one seventy eight regional tower runway three five left taxi into position and hold u s air's rolling,2315.34,2320.25,
AAL178,LCE-1 ,three five left position and hold american one seventy eight,2320.44,2322.82,
DAL1011,LCE-1 ,delta ten eleven,2330.40,2331.48,
LCE-1,AAL895 ,american eight ninety five turn left hold short of runway three five left traffic crossing down field stay with me please,2333.23,2338.73,
AAL895,LCE-1 ,hold short three five left american eight ninety five,2340.37,2342.16,
LCE-1,AAL178 ,american one seventy eight fly heading three six zero at the middle marker runway three five left cleared for takeoff,2347.66,2352.01,
AAL178,LCE-1 ,three five left cleared for takeoff three sixty at the middle marker american one seventy eight,2352.19,2355.47,
LCE-1,AAL852 ,american eight fifty two regional tower runway three five left taxi into position and hold,2355.73,2359.22,
AAL852,LCE-1 ,position and hold three five left american eight fifty two,2359.41,2361.79,
LCE-1,USA72 ,usa72 u s air seventy two contact departure good day,2361.86,2364.28,
USA72,LCE-1 ,seventy two good day,2364.39,2365.58,
AAL129,LCE-1 ,american one twenty nine's with you for the right,2370.12,2371.98,
LCE-1,AAL129 ,american one twenty nine regional tower number four cleared to land runway three five right wind is zero one zero at eight,2372.14,2377.11,
AAL129,LCE-1 ,cleared to land american one twenty nine,2377.34,2380.03,weak transmission
AAL1435,LCE-1 ,american fourteen thirty five six and a half on the thirty five right,2380.33,2383.35,
LCE-1,AAL1435 ,american fourteen thirty five number three cleared to land three five right wind zero one zero at eight,2383.48,2387.59,
AAL1435,LCE-1 ,cleared to land thirty five right american fourteen thirty five,2387.82,2390.02,
LCE-1,MTR564 ,metro five sixty four traffic two and a half out three five right taxi into position and hold be ready for an immediate,2390.12,2394.98,
MTR564,LCE-1 ,position and hold for five sixty four,2395.12,2397.12,
LCE-1,AAL852 ,american eight fifty two fly heading three six zero at the middle marker runway three five left cleared for takeoff,2397.28,2401.70,
AAL852,LCE-1 ,cleared for takeoff three five left american eight fifty two,2401.86,2404.69,
LCE-1,AAL351 ,american three fifty one left at the next high speed no delay clearing hold short of three five left stay with me,2404.79,2409.72,
AAL351,LCE-1 ,hold short and stay with you american three fifty one,2410.01,2411.92,
LCE-1,DAL306 ,delta three zero six heavy regional tower runway three five left taxi into position and hold,2412.12,2416.03,
DAL30,LCE-1 ,delta three oh six heavy on to three five left and hold,2416.19,2418.52,
LCE-1,MTR564 ,metro five sixty four the american m d eighty's got the high speed runway three five right cleared for immediate takeoff,2418.79,2423.91,
MTR564,LCE-1 ,cleared for immediate metro five sixty four,2424.04,2425.95,
LCE-1,AAL178 ,american one seventy eight contact departure good day,2426.15,2428.33,
AAL178,LCE-1 ,american one seventy eight so long,2428.49,2429.51,
LCE-1,DAL306 ,delta three zero six heavy fly heading three six zero at the middle marker runway three five left cleared for takeoff,2444.69,2449.29,
DAL306,LCE-1 ,three sixty at the middle marker cleared for takeoff three five left delta three oh six heavy,2449.56,2452.35,
LCE-1,AAL1304 ,american thirteen zero four regional tower runway three five left taxi into position and hold traffic will cross down field caution wake turbulence departing heavy tristar,2463.37,2471.12,
AAL1304,LCE-1 ,on the hold ah seventeen er three five left american thirteen oh four,2471.65,2475.63,
LCE-1,AAL852 ,american eight fifty two contact departure good day,2475.79,2478.16,
AAL852,LCE-1 ,american eight fifty two,2478.32,2479.86,
LCE-1,MTR564 ,metro five sixty four in your right turn contact departure good day,2481.87,2485.52,
MTR564,LCE-1 ,good day,2485.65,2486.14,
MTR896,LCE-1 ,metro eight ninety six,2507.71,2508.96,
AAL895,LCE-1 ,american eight ninety five,2509.16,2510.21,
DAL1011,LCE-1 ,ten eleven,2510.47,2511.13,
AAL351,LCE-1 ,and american three fifty one confirm we're cleared to cross also,2511.55,2515.24,
LCE-1,AAL351 ,yes sir arrival ground one three four point zero five on the other side,2515.33,2518.36,
AAL351,LCE-1 ,thank you sir,2518.46,2519.01,
LCE-1,ASA906 ,asea nine zero six cross runway three five right hold short of the left,2519.21,2522.51,
ASA906,LCE-1 ,okay nine zero six we're going to cross three five right and hold short of the left,2522.70,2525.47,
LCE-1,AAL1341 ,american thirteen forty one hold short of runway three five left stay with me,2525.70,2528.98,
AAL1341,LCE-1 ,hold short three five left american thirteen forty one,2529.34,2531.81,
LCE-1,DAL306 ,delta three zero six do not exceed two hundred and thirty knots in the climb contact departure good day,2531.94,2536.80,
DAL306,LCE-1 ,delta three zero six,2537.36,2538.87,
AAL631,LCE-1 ,american six thirty one's with you seven miles for the right,2540.02,2542.98,
LCE-1,AAL631 ,american six thirty one regional tower number three cleared to land runway three five right wind zero one zero at eight,2553.51,2557.78,
AAL631,LCE-1 ,cleared to land american six thirty five excuse me six thirty one excuse me,2558.50,2562.25,
AAL351,LCE-1 ,ah three fifty one it looks like we're still blocking the runway with our tail here,2564.02,2566.85,
LCE-1,AAL351 ,you're all right i'm not i see i'm not going to let nothing happen to you,2567.15,2569.86,
AAL351,LCE-1 ,okay,2570.16,2570.74,
LCE-1,AAL631 ,american six thirty one start reducing now to your approach speed you're closing on traffic three ahead,2586.76,2590.72,
AAL631,LCE-1 ,roger,2590.89,2591.58,
DAL139,LCE-1 ,tower delta one thirty nine is with you,2594.38,2596.92,
LCE-1,DAL139 ,delta one thirty nine regional tower number four cleared to land runway three five right wind zero one zero at eight,2597.11,2602.05,
DAL139,LCE-1 ,cleared to land on the right delta one thirty nine,2602.36,2604.73,
LCE-1,AAL1304 ,american thirteen zero four fly heading three six zero at the middle marker runway three five left cleared for takeoff,2604.93,2609.40,
AAL1304,LCE-1 ,three sixty at the marker cleared for takeoff thirty five left american thirteen oh four,2609.51,2613.05,
LCE-1,AAL1435 ,american fourteen thirty five hold short of runway three five left stay with me,2613.22,2616.38,
AAL1435,LCE-1 ,short of three five left with you american fourteen thirty five,2618.05,2620.26,
LCE-1,AAL288 ,american two eighty eight heavy regional tower runway three five left taxi into position and hold,2620.51,2624.05,
AAL288,LCE-1 ,into position and hold three five left american two eighty eight heavy,2624.33,2627.12,
LCE-1,AAL288 ,american two eighty eight heavy fly heading three six zero at the middle marker runway three five left cleared for takeoff,2659.26,2663.42,
AAL288,LCE-1 ,ah three sixty at the middle marker and we're cleared for takeoff three five left american two eighty eight heavy,2664.51,2670.29,
LCE-1,AAL1304 ,american thirteen zero four contact departure good day,2670.54,2672.97,
AAL1304,LCE-1 ,good day,2673.01,2673.57,
LCE-1,AAL172 ,american one seventy two regional tower caution wake turbulence departing heavy d c ten runway three five left taxi into position and hold traffic will cross down field,2673.97,2680.90,
AAL172,LCE-1 ,into position and hold american one seventy two,2681.01,2683.10,
LCE-1,AAL129 ,american one twenty nine turn left hold short of runway three five left stay with me,2684.25,2687.85,
AAL129,LCE-1 ,we'll stay with you and hold short american one twenty nine,2688.04,2690.05,
LCE-1,AAL1429 ,american fourteen twenty nine expedite company a mile out cross runway three five right hold short of the left,2690.19,2695.05,
AAL1429,LCE-1 ,cross the right hold short of the left american fourteen twenty nine,2695.19,2697.28,
LCE-1,ASA338 ,asea three thirty eight caution wake turbulence departing heavy d c ten taxiway thirty one cross runway three five left hold short of the right,2702.42,2709.06,
ASA338,LCE-1 ,cross the left hold short of the right asea three thirty eight,2709.20,2711.30,
AAL1435,LCE-1 ,fourteen thirty five crossing the left,2722.47,2724.22,
AAL129,LCE-1 ,and american one twenty nine is cleared to cross,2724.64,2726.54,
ASA906,LCE-1 ,asea nine zero six,2736.68,2737.68,
AAL1341,LCE-1 ,american thirteen forty one,2738.49,2740.00,
AAL1429,LCE-1 ,cross fourteen twenty nine,2740.25,2741.53,
LCE-1,AAL288 ,american two eighty eight heavy contact departure good day,2741.78,2744.05,
AAL288,LCE-1 ,we'll see you,2744.97,2745.78,
DAL807,LCE-1 ,tower delta eight oh seven is about two out for three five right,2745.86,2749.13,weak transmission
LCE-1,DAL807 ,delta eight oh seven regional tower cleared to land runway three five right wind zero one zero at eight,2749.35,2753.26,
DAL807,LCE-1 ,cleared to land three five right,2753.57,2757.87,weak transmission
UNK,LCE-1 ,what's that ground freq again,2771.57,2772.79,
LCE-1,UNK ,one three four point zero five,2773.03,2775.05,
UNK,LCE-1 ,thank you,2775.12,2775.49,
LCE-1,AAL631 ,american six thirty one turn left hold short of runway three five left stay with me,2778.06,2781.72,
AAL631,LCE-1 ,hold short of three five left american six thirty one,2782.43,2784.49,
LCE-1,AAL172 ,american one seventy two fly heading three six zero at the middle marker runway three five left cleared for takeoff,2812.87,2817.16,
AAL172,LCE-1 ,three sixty at the marker cleared for takeoff american one seventy two,2817.37,2820.44,
LCE-1,DAL722 ,delta seven twenty two heavy regional tower runway three five left intersection thirty four taxi into position and hold,2820.61,2825.69,
DAL722,LCE-1 ,position and hold delta seven twenty two heavy,2826.27,2828.60,
LCE-1,AAL217 ,american two seventeen regional tower expedite cross three five right hold short of the left traffic a mile and a half final,2841.59,2847.10,
AAL217,LCE-1 ,cross the right short of the left ah two seventeen,2847.20,2849.26,
LCE-1,DAL807 ,delta eight zero seven hold short of runway three five left stay with me,2849.40,2852.41,
DAL807,LCE-1 ,short of three five left delta eight zero seven,2852.78,2855.19,
LCE-1,DAL722 ,delta seven twenty two heavy fly heading three six zero at the middle marker runway three five left cleared for takeoff,2855.49,2860.50,
DAL722,LCE-1 ,three five left cleared to go and that was three fifty at the marker,2861.01,2864.15,
LCE-1,DAL722 ,three six zero,2864.25,2865.23,
DAL722,LCE-1 ,three sixty at the marker delta seven twenty two heavy,2865.40,2867.43,
LCE-1,AAL172 ,american one seventy two contact departure good day,2867.53,2869.70,
AAL172,LCE-1 ,american one seventy two so long,2869.93,2871.29,
AAL374,LCE-1 ,american three seventy four regional tower the tristar from the intersection off your left has got a departure clearance as you're able caution wake turbulence departing heavy tristar taxi into position three five left and hold,2872.20,2882.04,
AAL374,LCE-1 ,position and hold three five left american three seventy four,2882.89,2885.77,
DAL311,LCE-1 ,regional tower delta three eleven is with you inbound for three five right,2901.86,2905.01,
LCE-1,DAL311 ,delta three eleven regional tower number three cleared to land runway three five right wind zero one zero at eight,2905.14,2909.27,
DAL311,LCE-1 ,cleared to land three five right delta three eleven,2910.56,2912.62,
DAL847,LCE-1 ,tower delta eight forty seven inside the marker for thirty five right,2913.67,2916.07,
LCE-1,DAL847 ,delta eight forty seven regional tower caution wake turbulence departing heavy tristar cleared to land three five right wind zero one zero at eight,2916.28,2921.92,
DAL847,LCE-1 ,delta eight forty seven cleared to land three five right,2922.80,2924.93,
LCE-1,DAL568 ,delta five sixty eight regional tower cross runway three five right hold short of the left,2941.51,2945.19,
DAL568,LCE-1 ,delta five sixty eight cross three five right hold short of three five left,2945.60,2948.31,
LCE-1,DAL568 ,that is correct,2948.38,2948.99,
LCE-1,DAL139 ,delta one thirty nine turn left at the next high speed hold short of runway three five left stay with me,2949.05,2953.15,
DAL139,LCE-1 ,delta one thirty nine roger,2953.31,2954.90,
AAL631,LCE-1 ,american six thirty one wilco,2964.61,2966.00,
DAL807,LCE-1 ,delta eight oh seven,2966.27,2967.18,weak transmission
AAL217,LCE-1 ,two seventeen,2967.38,2968.30,
LCE-1,DAL722 ,delta seven twenty two heavy contact departure good day,2968.97,2971.68,
DAL722,LCE-1 ,delta seven twenty two heavy changing over good day,2971.98,2974.04,
LCE-1,AAL374 ,american three seventy four fly heading three six zero at the middle marker runway three five left cleared for takeoff,3013.19,3017.62,
AAL374,LCE-1 ,cleared for takeoff three five left three sixty at the middle marker american three seventy four,3018.19,3022.62,
LCE-1,AAL622 ,american six twenty two regional tower runway three five left taxi into position and hold prop traffic will depart the outboard,3022.79,3027.96,
AAL622,LCE-1 ,position and hold ah three five left american six twenty two,3028.06,3031.14,
LCE-1,ASA338 ,asea three hundred thirty eight regional tower can you accept an immediate,3032.33,3035.57,
ASA338,LCE-1 ,three thirty eight affirmative,3036.01,3037.47,
LCE-1,ASA338 ,asea three thirty eight roger traffic three out runway three five right intersection thirty one taxi into position and hold,3037.61,3043.15,
ASA338,LCE-1 ,position and hold asea three thirty eight,3043.29,3045.08,
DAL219,LCE-1 ,delta two nineteen on final three five right,3045.66,3047.75,
LCE-1,DAL219 ,delta two nineteen cleared to land runway three five right wind three six zero at niner,3047.89,3051.57,
DAL219,LCE-1 ,cleared to land,3052.25,3053.16,
LCE-1,DAL847 ,delta eight forty seven no delay to the next high speed hold short of three five left stay with me,3061.42,3065.34,
DAL847,LCE-1 ,eight forty seven wilco,3065.58,3067.13,
LCE-1,ASA978 ,asea nine seventy eight cleared to land three one right wind three six zero at nine,3068.05,3071.13,
ASA978,LCE-1 ,cleared to land three one right asea nine seventy eight,3071.74,3074.71,
LCE-1,ASA338 ,asea three thirty eight runway thirty five right cleared for immediate takeoff delta's got the high speed,3074.81,3079.14,
ASA338,LCE-1 ,three thirty eight's on the roll,3079.28,3080.46,
LCE-1,AAL622 ,american six twenty two fly heading three six zero at the middle marker runway three five left cleared for takeoff,3080.56,3084.86,
AAL622,LCE-1 ,three sixty at the middle marker cleared for takeoff american six twenty two,3084.93,3088.04,
LCE-1,AAL574 ,american five seventy four heavy regional tower runway three five left taxi into position and hold,3088.10,3092.16,
AAL574,LCE-1 ,position and hold three five left american five seventy four heavy,3092.30,3094.73,
LCE-1,AAL374 ,and american three seventy four contact departure good day,3094.94,3097.61,
AAL374,LCE-1 ,good day,3098.09,3099.03,
ASA468,LCE-1 ,regional tower asea four sixty eight three one right,3104.01,3106.61,
LCE-1,ASA468 ,asea four sixty eight regional tower number two cleared to land runway three one right wind three six zero at eight,3107.08,3111.34,
ASA468,LCE-1 ,cleared to land asea four sixty eight,3112.43,3113.95,
LCE-1,ASA338 ,asea three thirty eight in your right turn contact departure good day,3114.02,3116.75,
ASA338,LCE-1 ,three thirty eight good day,3116.92,3117.84,
LCE-1,AAL574 ,american five seventy four heavy fly heading three six zero at the middle marker runway three five left cleared for takeoff,3121.15,3126.39,
AAL574,LCE-1 ,three sixty at the middle marker cleared for takeoff on three five left american five seventy four heavy,3126.87,3131.51,
LCE-1,DAL688 ,delta six sixty er six eighty eight heavy regional tower runway three five left taxi into position and hold traffic will cross down field,3131.64,3137.39,
